maker_id,maker,model,product_id,feature_group,feature_name,description,source_ids,generated_from_audit
panasonic,パナソニック,NR-F55WX3,panasonic-nrf55wx3,basic,ローウエストライン,よく使う冷蔵室の棚を見渡しやすい低めの設計。,official-panasonic-models,yes
panasonic,パナソニック,NR-F55WX3,panasonic-nrf55wx3,usability,奥まで見えるフルオープン,冷凍室・野菜室を奥まで引き出して見渡せる。,official-panasonic-models,yes
panasonic,パナソニック,NR-F55WX3,panasonic-nrf55wx3,freezing,上段深型ケース,冷凍室上段にも背の高い食品を収納できる。,official-panasonic-models,yes
panasonic,パナソニック,NR-F55WX3,panasonic-nrf55wx3,freezing,熱いまま急速冷凍,調理後の食品を熱いまま急速冷凍できる。,official-panasonic-models,yes
panasonic,パナソニック,NR-F55WX3,panasonic-nrf55wx3,freezing,あら熱取り・急速冷却,クーリングアシストルームであら熱取りと急速冷却に対応。,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,basic,定格内容積 542L,本体幅650mm、奥行699mm、高さ1850mm。,official-panasonic-models,no
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,energy,年間消費電力量 296kWh/年,2021年省エネ基準達成率100%。,official-panasonic-models,no
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,freezing,霜つき抑制冷凍,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,vegetables,野菜鮮度保持,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,usability,自動製氷,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,freezing,新鮮凍結,急速冷凍。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,freshness,パーシャル／チルド切替室,高鮮度保存機能。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,freshness,微凍結パーシャル（解凍せず切り分け）,解凍不要調理。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,vegetables,シャキシャキ野菜室,野菜鮮度保持。パナソニック公式カタログの型番別機能一覧で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,vegetables,モイスチャーコントロール,湿度・乾燥対策。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,freshness,Wクリーンフィルター（抗菌・脱臭）,脱臭。パナソニック公式カタログの型番別機能一覧で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,usability,全棚ガラストレイ・わけられるん棚,棚の可変性。パナソニック公式の型番別製品仕様で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,energy,AIエコナビ（自動節電）,省エネ運転。パナソニック公式『AIエコナビ』対応機種一覧で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,energy,AIエコナビ（生活リズム学習）,AI・生活パターン学習。パナソニック公式『AIエコナビ』対応機種一覧で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,energy,開閉・照度・庫内温度センサー,センサー省エネ。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,usability,別売冷蔵庫AIカメラ対応,食材管理。パナソニック公式『冷蔵庫AIカメラ 対応機種』一覧で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F54EY3,panasonic-nrf54ey3,usability,奥まで見えるフルオープン,冷凍室・野菜室を奥まで引き出して見渡せる。,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,basic,定格内容積 525L,本体幅650mm、奥行699mm、高さ1828mm。,official-panasonic-models,no
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,energy,年間消費電力量 261kWh/年,2021年省エネ基準達成率109%。,official-panasonic-models,no
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,vegetables,野菜鮮度保持,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,usability,自動製氷,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,energy,AIエコナビ,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freezing,クーリングアシスト（急凍）,急速冷凍。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freezing,クーリングアシスト／霜つき抑制冷凍,高品質冷凍。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freezing,急凍・冷ます・急冷,作り置き・冷凍食品向け。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freshness,パーシャル／チルド切替室,高鮮度保存機能。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freshness,微凍結パーシャル（解凍せず切り分け）,解凍不要調理。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,vegetables,モイスチャーコントロール,湿度・乾燥対策。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freshness,ナノイーX／抗菌脱臭,脱臭。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freshness,ナノイーX,除菌。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,freshness,Agバイオ抗菌脱臭,抗菌加工。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,usability,わけられるん棚／全段ガラス棚,棚の可変性。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,energy,開閉・照度・庫内温度センサー,センサー省エネ。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,usability,無線LAN,Wi-Fi。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,usability,KitchenPocket,スマートフォン・アプリ連携。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,usability,別売冷蔵庫AIカメラ対応,食材管理。パナソニック公式『冷蔵庫AIカメラ 対応機種』一覧で確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F53HX1,panasonic-nrf53hx1,usability,運転状況・ドア開閉の確認,通知・見守り。メーカー公式カタログ・公式仕様表で搭載を確認,official-panasonic-models,yes
panasonic,パナソニック,NR-F52BR3,panasonic-nrf52br3,basic,定格内容積 515L,本体幅650mm、奥行699mm、高さ1850mm。,official-panasonic-models,no
panasonic,パナソニック,NR-F52BR3,panasonic-nrf52br3,energy,年間消費電力量 286kWh/年,2021年省エネ基準達成率100%。,official-panasonic-models,no
panasonic,パナソニック,NR-F52BR3,panasonic-nrf52br3,freezing,霜つき抑制冷凍,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F52BR3,panasonic-nrf52br3,vegetables,野菜鮮度保持,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
panasonic,パナソニック,NR-F52BR3,panasonic-nrf52br3,usability,自動製氷,メーカー公式仕様表で搭載を確認。,official-panasonic-models,no
